0.96083E-02 0.17460E-04 0.00000E+01 2540396 0 0 108392 0.11295E+08 0.00000E+01 0.96083E-02 0.00000E+01 0.00000E+01 0
1 0.0091359 0.00092396 7.1513 2.0348 0.0091359
2 0.0095154 0.00028941 3.0415 1.0673 0.0095154
3 0.0096218 0.00014118 2.075 0.47599 0.0096218
4 0.009126 0.00077691 6.0197 1.2695 0.009126
5 0.010087 0.00037775 3.745 2.1424 0.010087
6 0.0095598 0.00014155 2.094 0.34886 0.0095598
7 0.010032 0.00032492 3.2389 1.4184 0.010032
8 0.009522 0.00015846 2.3535 1.1505 0.009522
9 0.0098056 8.7048e-05 1.7755 0.31022 0.0098056
10 0.0098144 0.00029987 3.0554 0.70832 0.0098144
11 0.0097769 0.00016229 2.3475 1.0394 0.0097769
12 0.0096631 8.334e-05 1.7249 0.33876 0.0096631
13 0.0095628 0.00032306 3.3782 0.81434 0.0095628
14 0.0096056 0.00015128 2.2273 0.4202 0.0096056
15 0.0094666 8.3944e-05 1.7735 0.44796 0.0094666
16 0.0095064 0.00031255 3.2878 1.3805 0.0095064
17 0.0098671 0.00016225 2.3255 1.284 0.0098671
18 0.0096237 8.2654e-05 1.7177 0.46272 0.0096237
19 0.0081311 0.00067078 5.8333 1.5211 0.0081311
20 0.0091143 0.00031677 3.4755 0.93105 0.0091143
21 0.0094968 0.00014235 2.1198 0.36359 0.0094968
22 0.010232 0.0014728 10.179 5.8048 0.010232
23 0.01008 0.00032473 3.2214 0.58537 0.01008
24 0.0095908 0.00014097 2.0787 0.41083 0.0095908
25 0.0095867 0.0003277 3.4183 0.85688 0.0095867
26 0.0094431 0.00014571 2.1822 0.61278 0.0094431
27 0.0096839 8.4575e-05 1.7467 0.27792 0.0096839
28 0.009203 0.00031557 3.429 0.87736 0.009203
29 0.0096437 0.00015252 2.2367 0.51151 0.0096437
30 0.0096183 8.7429e-05 1.818 0.58133 0.0096183
31 0.0094767 0.00078913 5.8881 1.3674 0.0094767
32 0.0095559 0.00029611 3.0987 0.67432 0.0095559
33 0.0094438 0.00013987 2.0946 0.36764 0.0094438
34 0.0096319 0.0003092 3.2102 0.83683 0.0096319
35 0.0094811 0.00014897 2.2221 0.65905 0.0094811
36 0.0094849 8.203e-05 1.7297 0.38152 0.0094849
37 0.010593 0.0012546 8.3745 3.9431 0.010593
38 0.010114 0.00033827 3.3446 1.0578 0.010114
39 0.0093924 0.00014004 2.1086 0.48842 0.0093924
40 0.0095128 0.00028836 3.0313 0.71089 0.0095128
41 0.0097879 0.00015077 2.1785 0.50181 0.0097879
42 0.0094837 8.2158e-05 1.7326 0.29231 0.0094837
43 0.0088292 0.00069393 5.5575 1.0608 0.0088292
44 0.0096955 0.00032833 3.3864 1.0173 0.0096955
45 0.0095769 0.00014433 2.1314 0.39599 0.0095769
46 0.0092599 0.00029109 3.1436 0.9646 0.0092599
47 0.0094816 0.00014552 2.1705 0.61191 0.0094816
48 0.0094952 8.5185e-05 1.7943 0.50299 0.0094952
49 0.0094877 0.00030037 3.1659 0.7254 0.0094877
50 0.0095892 0.000149 2.1974 0.51677 0.0095892
51 0.0096151 8.3888e-05 1.7449 0.47151 0.009615
52 0.011482 0.0014186 8.7363 3.7382 0.011482
53 0.009939 0.00026295 2.6456 0.49307 0.009939
54 0.0098865 0.00014008 2.0038 0.48158 0.0098865
55 0.0084949 0.00091106 7.5836 3.4099 0.0084949
56 0.0098849 0.00035155 3.5565 1.0064 0.0098848
57 0.0097057 0.000141 2.0545 0.40857 0.0097057
58 0.0095064 0.00031598 3.3239 1.0057 0.0095063
59 0.0093128 0.00014186 2.1543 0.46577 0.0093128
60 0.0096623 8.469e-05 1.753 0.38919 0.0096623
61 0.0091036 0.00026217 2.8799 0.57647 0.0091036
62 0.0097349 0.00014885 2.1624 0.36887 0.0097349
63 0.009493 8.5599e-05 1.8034 0.56976 0.009493
64 0.0097269 0.00029843 3.0681 0.65767 0.0097269
65 0.0095197 0.00015396 2.2872 0.79899 0.0095197
66 0.0096217 8.6336e-05 1.7946 0.55664 0.0096217
67 0.0097926 0.00090357 6.5245 1.6902 0.0097926
68 0.0099802 0.00033187 3.3253 1.244 0.0099802
69 0.0097376 0.00014485 2.1037 0.61568 0.0097375
70 0.0097813 0.00033782 3.4538 1.2411 0.0097813
71 0.0097276 0.00015091 2.194 0.42265 0.0097276
72 0.0096051 8.5435e-05 1.7789 0.62699 0.0096051
73 0.0095468 0.00028296 2.9639 0.5714 0.0095468
74 0.009737 0.00014829 2.1537 1.0168 0.009737
75 0.0095036 8.0527e-05 1.6947 0.22764 0.0095036
76 0.010446 0.0011732 7.9414 2.983 0.010446
77 0.0095886 0.00030343 3.1645 0.73644 0.0095886
78 0.009632 0.00014709 2.1597 0.5044 0.0096319
79 0.011124 0.0014059 8.9366 3.8786 0.011124
80 0.0098051 0.00029937 3.0532 0.71042 0.0098051
81 0.009809 0.00015317 2.2084 1.1791 0.009809
82 0.0092329 0.00027636 2.9932 0.69363 0.0092329
83 0.0094162 0.00015042 2.2591 0.56507 0.0094162
84 0.0094848 8.4825e-05 1.7887 0.44259 0.0094848
85 0.00863 0.00083511 6.8425 1.4252 0.00863
86 0.0098626 0.00029381 2.9791 0.69514 0.0098626
87 0.0094414 0.00014152 2.1197 0.59566 0.0094414
88 0.0095805 0.00027906 2.9128 0.53941 0.0095805
89 0.0098498 0.00015143 2.1742 0.69891 0.0098498
90 0.0096039 8.3782e-05 1.7448 0.28446 0.0096039
91 0.0090212 0.00026881 2.9798 0.98246 0.0090212
92 0.0099084 0.0001532 2.1866 0.6272 0.0099084
93 0.0096147 8.3678e-05 1.7406 0.31637 0.0096146
94 0.0090668 0.00029671 3.2725 0.79877 0.0090668
95 0.009604 0.00015436 2.2729 0.49036 0.009604
96 0.0096312 8.4962e-05 1.7643 0.50177 0.0096312
97 0.010277 0.001073 7.3824 2.4252 0.010277
98 0.01 0.00032909 3.2909 1.6511 0.01
99 0.0094909 0.00013803 2.0568 0.33667 0.0094909
100 0.01043 0.0013169 8.928 4.4711 0.01043
101 0.01029 0.00031646 3.0754 0.64725 0.01029
102 0.0094309 0.00013788 2.0676 0.47335 0.0094309
103 0.0087236 0.0010477 8.492 3.4533 0.0087236
104 0.0098082 0.00031014 3.1621 0.81565 0.0098082
105 0.0094913 0.00014386 2.1435 0.51413 0.0094913
106 0.0091402 0.0009878 7.6418 2.5787 0.0091402
107 0.0097086 0.00034225 3.5252 1.0153 0.0097086
108 0.0096063 0.0001445 2.1272 0.36634 0.0096063
109 0.0091982 0.00029075 3.1609 0.81761 0.0091982
110 0.0097423 0.0001583 2.2979 0.68469 0.0097423
111 0.0095103 8.4391e-05 1.7747 0.43689 0.0095103
112 0.010747 0.0013139 8.6451 3.443 0.010747
113 0.0099852 0.0003154 3.1587 1.0576 0.0099851
114 0.0096636 0.00014445 2.114 0.3651 0.0096636
115 0.0098088 0.0010532 7.5925 2.219 0.0098088
116 0.0095819 0.00028905 3.0167 0.88065 0.0095819
117 0.009745 0.00014151 2.0536 0.50814 0.009745
118 0.0094273 0.00027688 2.937 0.64941 0.0094273
119 0.0094251 0.00014337 2.1513 0.61396 0.0094251
120 0.0096321 8.4889e-05 1.7626 0.6204 0.0096321
121 0.0099751 0.00029712 2.9786 0.6269 0.0099751
122 0.0098037 0.00015372 2.2174 1.0275 0.0098037
